Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Core Competency,Score,Proficiency Level,Anchor Value,Core Competency ID
ANZSCO 6,253915,,Pathologist,Writing,8,High,Write a legally binding contract for services provided by one business to another,104
ANZSCO 6,253915,,Pathologist,Reading,9,High,Read a scientific journal article describing surgical procedures,105
ANZSCO 6,253915,,Pathologist,Learning,8,High,Develop and implement a new business strategy based on changing market conditions,106
ANZSCO 6,253915,,Pathologist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,253915,,Pathologist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,253915,,Pathologist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,253915,,Pathologist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,253915,,Pathologist,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,253915,,Pathologist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 6,253915,,Pathologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef,105
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,253917,,Diagnostic and Interventional Radiologist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,254111,,Midwife,Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254111,,Midwife,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254111,,Midwife,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254111,,Midwife,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254111,,Midwife,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,254111,,Midwife,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254111,,Midwife,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254111,,Midwife,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254111,,Midwife,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254111,,Midwife,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,254211,,Nurse Educator,Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254211,,Nurse Educator,Writing,8,High,Write a legally binding contract for services provided by one business to another,104
ANZSCO 6,254211,,Nurse Educator,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef,105
ANZSCO 6,254211,,Nurse Educator,Oral communication,8,High,"Explain a complex procedure or process to a client, taking into account linguistic needs and cultural sensitivities.",108
ANZSCO 6,254211,,Nurse Educator,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,254211,,Nurse Educator,Initiative and innovation,9,High,Collaborate with people from a range of backgrounds to prepare and deliver an original piece of work,110
ANZSCO 6,254211,,Nurse Educator,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254211,,Nurse Educator,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254211,,Nurse Educator,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254211,,Nurse Educator,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 6,254212,,Nurse Researcher,Planning and organising,10,High,"Develop a dynamic plan for a complex, multi-faceted project, with timelines that include regularly reviewing priorities, interdependencies and performance during implementation, proactively identifying and managing project risks",109
ANZSCO 6,254212,,Nurse Researcher,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254212,,Nurse Researcher,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254212,,Nurse Researcher,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 6,254212,,Nurse Researcher,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,254212,,Nurse Researcher,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254212,,Nurse Researcher,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254212,,Nurse Researcher,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254212,,Nurse Researcher,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254212,,Nurse Researcher,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,254311,,Nurse Manager,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,254311,,Nurse Manager,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254311,,Nurse Manager,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254311,,Nurse Manager,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 6,254311,,Nurse Manager,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 6,254311,,Nurse Manager,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,254311,,Nurse Manager,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254311,,Nurse Manager,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254311,,Nurse Manager,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254311,,Nurse Manager,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254411,,Nurse Practitioner,Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254411,,Nurse Practitioner,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef,105
ANZSCO 6,254411,,Nurse Practitioner,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead,109
ANZSCO 6,254411,,Nurse Practitioner,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254411,,Nurse Practitioner,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254411,,Nurse Practitioner,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 6,254411,,Nurse Practitioner,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,254411,,Nurse Practitioner,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254411,,Nurse Practitioner,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 6,254411,,Nurse Practitioner,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254412,,Registered Nurse (Aged Care),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254412,,Registered Nurse (Aged Care),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254412,,Registered Nurse (Aged Care),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254412,,Registered Nurse (Aged Care),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254412,,Registered Nurse (Aged Care),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254412,,Registered Nurse (Aged Care),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254412,,Registered Nurse (Aged Care),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254412,,Registered Nurse (Aged Care),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254412,,Registered Nurse (Aged Care),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254412,,Registered Nurse (Aged Care),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254413,,Registered Nurse (Child and Family Health),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254414,,Registered Nurse (Community Health),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254414,,Registered Nurse (Community Health),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254414,,Registered Nurse (Community Health),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254414,,Registered Nurse (Community Health),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254414,,Registered Nurse (Community Health),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254414,,Registered Nurse (Community Health),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254414,,Registered Nurse (Community Health),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254414,,Registered Nurse (Community Health),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254414,,Registered Nurse (Community Health),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254414,,Registered Nurse (Community Health),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254415,,Registered Nurse (Critical Care and Emergency),Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254416,,Registered Nurse (Developmental Disability),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254417,,Registered Nurse (Disability and Rehabilitation),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254418,,Registered Nurse (Medical),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254418,,Registered Nurse (Medical),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254418,,Registered Nurse (Medical),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254418,,Registered Nurse (Medical),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254418,,Registered Nurse (Medical),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254418,,Registered Nurse (Medical),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254418,,Registered Nurse (Medical),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254418,,Registered Nurse (Medical),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254418,,Registered Nurse (Medical),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254418,,Registered Nurse (Medical),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254421,,Registered Nurse (Medical Practice),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254422,,Registered Nurse (Mental Health),Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,254422,,Registered Nurse (Mental Health),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254422,,Registered Nurse (Mental Health),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254422,,Registered Nurse (Mental Health),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254422,,Registered Nurse (Mental Health),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254422,,Registered Nurse (Mental Health),Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,254422,,Registered Nurse (Mental Health),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254422,,Registered Nurse (Mental Health),Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 6,254422,,Registered Nurse (Mental Health),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254422,,Registered Nurse (Mental Health),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254423,,Registered Nurse (Perioperative),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254423,,Registered Nurse (Perioperative),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254423,,Registered Nurse (Perioperative),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254423,,Registered Nurse (Perioperative),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254423,,Registered Nurse (Perioperative),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254423,,Registered Nurse (Perioperative),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254423,,Registered Nurse (Perioperative),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254423,,Registered Nurse (Perioperative),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254423,,Registered Nurse (Perioperative),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254423,,Registered Nurse (Perioperative),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254424,,Registered Nurse (Surgical),Teamwork,8,High,Engage with clients from a range of backgrounds and identify options to help them meet their needs,103
ANZSCO 6,254424,,Registered Nurse (Surgical),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254424,,Registered Nurse (Surgical),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254424,,Registered Nurse (Surgical),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254424,,Registered Nurse (Surgical),Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 6,254424,,Registered Nurse (Surgical),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254424,,Registered Nurse (Surgical),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254424,,Registered Nurse (Surgical),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 6,254424,,Registered Nurse (Surgical),Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 6,254424,,Registered Nurse (Surgical),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Teamwork,9,High,"Work with a range of subject matter experts, with diverse perspectives, to achieve a challenging goal.",103
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements,106
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 6,254425,,Registered Nurse (Paediatrics),Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 6,261113,,User Experience Designer (ICT),Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan",102
ANZSCO 6,261113,,User Experience Designer (ICT),Learning,8,High,Develop and implement a new business strategy based on changing market conditions,106
ANZSCO 6,261113,,User Experience Designer (ICT),Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,261113,,User Experience Designer (ICT),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 6,261113,,User Experience Designer (ICT),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,261113,,User Experience Designer (ICT),Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 6,261113,,User Experience Designer (ICT),Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 6,261113,,User Experience Designer (ICT),Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 6,261113,,User Experience Designer (ICT),Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 6,261113,,User Experience Designer (ICT),Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 6,261211,,Multimedia Specialist,Digital engagement,9,High,Set up a new computer system for a large multinational company,102
ANZSCO 6,261211,,Multimedia Specialist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 6,261211,,Multimedia Specialist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 6,261211,,Multimedia Specialist,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
